Cust_id,PGMS,PGM_TYP,AGENCY_NAME,Religious,ADDRESS,CONTACT_NAME,Gender,PHONE,BORO,STATE,ZIP,Date_OF_Membership, Credit_Limit 
87377,DA,2,NEW HORIZON PROGRAM INC.,FALSE,2230 ANDREWS AVE.,JACIE RAMIREZ,F,(718) 329-2340,BRONX,NY,10453,36161,"1,200.00 "
80006,SODA,9,Abundant Life Tabernacle,TRUE,2692 Third Avenue,ANTONIA PEARSON,F,(718) 292-8734,BRONX,NY,10454,36161,"1,200.00 "
80037,SODA,59,Christ House Inc.,TRUE,432 East 142nd Street,Tom Draney,M,(718) 665-8740,BRONX,NY,10454,36161,"1,200.00 "
80149E,FEDO,9,St. Ann's Church of Morrisania,TRUE,295 St. Ann's Avenue,MARTHA OVERALL,F,(718) 585-5632,BRONX,NY,10454,36161,"1,200.00 "
80150,ODA,89,St. Ann's Church of Morrisania,TRUE,295 St. Ann's Avenue,Josefa Torres,F,(718) 585-5632,BRONX,NY,10454,36161,"1,200.00 "
80153,OD-MH,8,St. Benedict The Moor Communit,TRUE,P.O. Box 469,JAMES ROUNDTREE,M,(718) 665-9693,BRONX,NY,10454,36161,"1,200.00 "
80159,DA,9,ST. LUKE'S FOOD PANTRY,TRUE,623 E. 138TH ST.,SHARON JOSLYN,F,(718) 665-6677,BRONX,NY,10454,36161,"1,200.00 "
80165E,FEDO,9,Pueblo En Marcha  Inc.,FALSE,401 EAST 145TH ST,MAXIMO RIVERA,M,(718) 665-7375,BRONX,NY,10454,36161,"1,200.00 "
81061,SODA,89,ABRAHAM HOUSE/MY FAMILY PLACE,TRUE,MOTT HAVEN STA.  BOX #305,RITA CLAUS,F,(718) 292-9321,BRONX,NY,10454,36161,"1,200.00 "
81258,SOD-SH,289,ST. PETER'S CHURCH,TRUE,427 E. 140TH ST,LARRY GOTTS,M,(718) 402-5510,BRONX,NY,10454,36161,"1,200.00 "
81365,ODA,49,NEW BEGINNING OUTREACH,FALSE,350 Willis Ave.,Juan Ramires,M,(718) 402-5412,BRONX,NY,10454,36161,"1,200.00 "
81469,SODA,59,JOHN T. TRAVIS SHELTER,FALSE,401 EAST 142ND STREET,MARY HELEN,F,(718) 993-5901,BRONX,NY,10454,36161,"1,200.00 "
81710,SODA,48,THE GOOD SAMARITAN HOUSE,TRUE,446 EAST 142ND STREET,NELSON POLANCO,M,(718) 585-3544,BRONX,NY,10454,36161,"1,200.00 "
81714,OD-SH,8,EASTSIDE SETTLEMENT HOUSE,FALSE,337 ALEXANDER AVE,MACARTHUR ETISI,M,(718) 402-3441,BRONX,NY,10454,36161,"1,200.00 "
82049E,EDS,9,THE GOOD SAMARITAN HOUSE,TRUE,446 EAST 142ND STREET,HARRY RAMIREZ,M,(718) 585-3544,BRONX,NY,10454,36161,"1,200.00 "
82283,DA,8,MISION. INTERCESORES DE JEHOVA,TRUE,342-44 BROOK AVENUE,JOEL LOBINA,M,(718) 292-1645,BRONX,NY,10454,36161,"1,200.00 "
87045,DA,9,Eastside Settm. House Head St,FALSE,375 E. 143rd Street,Julius P.Bennett,M,(718) 292-5335,BRONX,NY,10454,36161,"1,200.00 "
87204,ODA,89,Dominican Sisters Family Life,TRUE,279 Alexander Ave,Janet Kahn,F,(718) 292-0151,Bronx,NY,10454,36161,"1,200.00 "
87261,DA,6,H.P.M.S.C. BORINQUEN COURT SEN,FALSE,285 EAST 138TH STREET,WILBERTO GELPI,M,(718) 665-4441,BRONX,NY,10454,36161,"1,200.00 "
87301,DA,7,LUCILLE MURRAY CHILD DEVELOPME,FALSE,296 EAST 140TH STREET,CLAUDIA BAYARDELLE,F,(718) 665-7998,BRONX,NY,10454,36161,"1,200.00 "
80176E,EFAP,9,TRANSFIGURATION LUTHERAN CHURCH,TRUE,763 PROSPECT AVENUE,DELORES JOHNSON,F,(718) 378-3588,BRONX,NY,10455,36161,"1,200.00 "
80182E,EDO,9,UNITED BRONX PARENTS,FALSE,773 Prospect Avenue,MARIA CABAN,F,(718) 991-7100,BRONX,NY,10455,36161,"1,200.00 "
80189E,SE,8,BROWN'S UAME COMM MEAL PROGRAM,FALSE,384 East 155th Street,CARRIE WILKERSON,F,(718) 293-1194,BRONX,NY,10455,36161,"1,200.00 "
81319,ODA,89,UNITED BRONX PARENTS,TRUE,773 PROSPECT AVENUE,ARLENE ALLENDE,F,(718) 991-7100,BRONX,BX,10455,36161,"1,200.00 "
81322E,SE,8,UNITED CHURCH FOOD PROGRAM,TRUE,764 HEWITT PLACE,JOSE L. VAZQUEZ,F,(718) 589-7838,BRONX,NY,10455,36161,"1,200.00 "
81472,ODA,59,FRANCISCAN FRIARS OF THE RENEW,TRUE,420 E. 156TH STREET,SERAPHIN MARIE,M,(212) 665-2441,BRONX,NY,10455,36161,"1,200.00 "
81508,ODA,8,A NEW BEGINNING MINISTRY,TRUE,629 FOX ST,DOMINICK REYES,M,(718) 585-4276,BRONX,NY,10455,36161,"1,200.00 "
81665,ODA,9,THE HOPE LINE,FALSE,421 E. 155TH ST.,ANA LUCIA BAGUERO,F,(718) 402-1212,BRONX,NY,10455,36161,"1,200.00 "
81712,ODA,9,RUTH FERNANDEZ FAMILY RESIDENC,FALSE,760-762 FOX ST,ARSENIO J. GONZALEZ,M,(718) 328-8180,BRONX,NY,10455,36161,"1,200.00 "
82088,ODA,8,MISSIONARY CHURCH OF CHRIST,TRUE,535 JACKSON AVE APT 1A,LUIS GONZALEZ,M,(718) 588-4545,BRONX,NY,10455,36161,"1,200.00 "
82180,ODA,89,SPANISH MOTT HAVEN SDA CHURCH,TRUE,600 WESTCHESTER AVE,ROSA RAMOS,F,(718) 863-3870,BRONX,NY,10455,36161,"1,200.00 "
87072,ODA,49,Path of Blessings M. Inc,TRUE,373 E. 154TH ST.,MARIO OLIVERO,M,(718) 402-1516,Bronx,NY,10455,36161,"1,200.00 "
87092,D-SH,6,MARIA ISABEL SENIOR CITIZEN'S,FALSE,787 EAST 149TH ST.,YOLANDA CRUZ,F,(718) 585-1770,BRONX,NY,10455,36161,"1,200.00 "
87120,SODA,89,GIVE THEM TO EAT,FALSE,800 EAST 156TH STREET,MIGUEL DIAZ,M,(718) 993-1260,BRONX,NY,10455,36161,"1,200.00 "
87150,DA,2,St. Anselm Church/School,TRUE,685 Tinton Avenue,Peter Brigid,M,(718) 993-9464,Bronx,NY,10455,36161,"1,200.00 "
87215,ODA,489,Way-Out Church Ministries Inc.,TRUE,520 East 148th Street,Luis Silva/Anna Villafa,M,(718) 665-8069,Bronx,NY,10455,36161,"1,200.00 "
87230,DA,6,Douglas Leon Senior Citizen Ce,FALSE,735 East 152nd Street,SANDRA COLON,F,(212) 292-7129,Bronx,NY,10455,36161,"1,200.00 "
87280,D-SH,9,INMACULATE CONCEPTION  CHURCH,TRUE,389 EAST 150TH STREET,FRANCIS SKELLY,M,(718) 292-6970,BRONX,NY,10455,36161,"1,200.00 "
87389,DA,6,C.A.B. E.ROBERTS MOORE SEN CEN,FALSE,515 JACKSON AVENUE,SONIA CORDOVA,F,(718) 665-1505,BRONX,NY,10455,36161,"1,200.00 "
80010,SD-MH,789,ALL SAINTS LUTHERAN PARISH,TRUE,585 E. 163 ST.,DAVID KALKE,M,(718) 328-7753,BRONX,NY,10456,36161,"1,200.00 "
80036E,EFAP,9,Christ Church,TRUE,860 Forest Avenue,FISHER COOK,M,(718) 992-3708,BRONX,NY,10456,36161,"1,200.00 "
80052E,FEDSO,9,MLK PROGRAM,FALSE,3565 Third Avenue,JUDITH ANTONELLI,F,(718) 992-4630,BRONX,NY,10456,36161,"1,200.00 "
80109,ODA,89,New Zion Pilgrim Baptist Churc,TRUE,1040 Washington Ave.,ROBERT LANE,M,(718) 231-5391,BRONX,NY,10456,36161,"1,200.00 "
80157E,SE,8,ST. JOHN'S LUTHERAN CHURCH,TRUE,1343 Fulton Avenue,LORRAINE LETT,F,(718) 293-0300,BRONX,NY,10456,36161,"1,200.00 "
81442E,FEDO,8,NEW ZION PILGRIM BAPTIST CHURC,TRUE,1040 WASHINGTON AVE.,ROBERT LANE,M,(718) 231-5391,BRONX,NY,10456,36161,"1,200.00 "
81560,SODA,9,GOSPEL HILL BAPTIST CHURCH INC,TRUE,3265 THIRD AVE,LILLIAN JOHNSON,F,(718) 585-3760,BRONX,NY,10456,36161,"1,200.00 "
81702,SODA,9,SAN DAMIANO SECULAR FRANCISCAN,TRUE,1184 FULTON AVE,BOB BLAIR,M,(718) 328-0484,BRONX,NY,10456,36161,"1,200.00 "
82007,SOD-SH,89,ST. JOHN'S HOUSING COMMUNITY,TRUE,1182-84 WASHINGTON AVE,VINCENT CHRISTMAS,M,(718) 402-3704,BRONX,NY,10456,36161,"1,200.00 "
87039,DA,2,GIRLS CLUB OF N.Y. OPTIONS CEN,FALSE,1130 GRAND CONCOURSE,MIRIAM COTTO,F,(718) 590-4050,BRONX,NY,10456,36161,"1,200.00 "
87130,D-SH,6,Morrisiana Senior Citizen Cent,FALSE,1020 College Avenue,Doris Terry,F,(212) 681-7420,BRONX,NY,10456,36161,"1,200.00 "
87132,DA,3F,Project Career,FALSE,3289 Third Avenue,AMELIA JONES,F,(718) 665-8908,Bronx,NY,10456,36161,"1,200.00 "
87239,DA,6,William Hodson Community Cent,FALSE,1320 Webster Avenue,ROSIE MILLS,F,(718) 538-1515,BRONX,NY,10456,36161,"1,200.00 "
87287,ODA,5,THE PARACLETE FOUNDATION/GOOD,TRUE,1157 FULTON AVE,DALCHAND RAMNARINE,M,(718) 328-8620,BRONX,NY,10456,36161,"1,200.00 "
80002,ODA,9,2200 Tiebout Block Association,FALSE,2200 Tiebout Ave. #6L,LOUELLA HATCH,F,(718) 733-3267,BRONX,NY,10457,36161,"1,200.00 "
80025,ODA,89,Guiding Light of Truth Church,TRUE,1827 Anthony Ave.,MARY WHITE,F,(718) 583-6041,BRONX,NY,10457,36161,"1,200.00 "
80050E,FE,9,Damascus Christian Church Food,TRUE,170 MT. EDEN PARKWAY,John RIOS,M,(914) 667-2679,BRONX,NY,10457,36161,"1,200.00 "
80069E,EDO,8,GUIDING LIGHT OF TRUTH CHURCH,TRUE,1827 ANTHONY AVE.,MARY WHITE,F,(718) 583-6041,BRONX,NY,10457,36161,"1,200.00 "
80136E,EFAP,9,SALVATION ARMY,TRUE,2121 WASHINGTON AVENUE,KATHLEEN CALVO,F,(718) 584-6250,BRONX,NY,10457,36161,"1,200.00 "
81425E,SE,9,BREAD OF LIFE MISSION,TRUE,2176 GRAND CONCOURSE,JUAN MOJICA,M,(718) 584-0155,BRONX,NY,10457,36161,"1,200.00 "
81481,OD-SH,489,PROMESA INC.,FALSE,1776 CLAY AVE,RITCHIE ESCOLERA,M,(718) 299-1100,BRONX,NY,10457,36161,"1,200.00 "
81596,SODA,78,Neighbor Youth/YOUNG MOTHERS,FALSE,601 E. Tremont Ave.,MIGDALIA ORTIZ,F,(718) 731-8900,BRONX,NY,10457,36161,"1,200.00 "
81711,SODA,9,THORPE FAMILY RESIDENT,FALSE,2252 CROTONA AVE,BARBARA LENNIGE,F,(718) 933-7312,BRONX,NY,10457,36161,"1,200.00 "
81959,ODA,9,H.E.L.P. BRONX MORRIS AVE.,FALSE,285 E. 171ST ST.,SHARON ADAMS,F,(718) 583-0174,BRONX,NY,10457,36161,"1,200.00 "
81978,ODA,8,CITIZENS ADVICE BUREAU,FALSE,1808 GRAND CONCOURSE,LYDIA VALDEZ-NOVA,F,(718) 716-6049,BRONX,NY,10457,36161,"1,200.00 "
81997,SODA,9,NEW COVENANT BAPTIST CHURCH,TRUE,333 E. 181ST ST. APT 16W,CHARLES MEREDITH,M,(718) 733-5389,BRONX,NY,10457,36161,"1,200.00 "
82038,SODA,9,ABRIGO DEL ALTISMO CHRISTIAN,TRUE,P.O BOX 340,LUZ ROBLES,F,(718) 299-5796,BRONX,NY,10457,36161,"1,200.00 "
82043,ODA,4589,PENTECOSTAL WALKING WITH JESUS,TRUE,247 EAST 176TH STREET,VENTURA Kenn,F,(718) 731-6569,BRONX,NY,10457,36161,"1,200.00 "
82127E,EFAP,8,TREMONT COMMUNITY COUNCIL,FALSE,1948 WASHINGTON AVE,TONY MARTINEZ,M,(718) 583-7820,BRONX,NY,10457,36161,"1,200.00 "
82179,ODA,8,MT. GILEAD BAPTIST CHURCH,TRUE,630 MANIDA ST.,MARGARET CROXTON,F,(718) 328-5402,BRONX,NY,10457,36161,"1,200.00 "
82254,ODA,8,2ND ETERNAL REFUGE,TRUE,2015 MONTEREY AVE. APT 2G,INEZ FELICIANO,F,(718) 299-5240,BRONX,NY,10457,36161,"1,200.00 "
87145,DA,4E,The Salvation Army Bronx,TRUE,4133 Park Avenue,WILLIAM GREE,M,(718) 583-3500,Bronx,NY,10457,36161,"1,200.00 "
87344,DA,7,BATHGATE DAYCARE CENTER,TRUE,1997 BATHGATE AVE,MYRNA CARTEGENA,F,(718) 731-3991,BRONX,NY,10457,36161,"1,200.00 "
87374,OD-SH,49,BRONX CITIZENS COMMITTEE INC,FALSE,1668 WEBSTER AVE,OTILIA PHILLIPS,F,(718) 716-4200,BRONX,NY,10457,36161,"1,200.00 "
80121,OD-SH,58,PART OF THE SOLUTION,FALSE,2763 WEBSTER AVENUE,TOMMIE McEWEN,M,(718) 220-5603,BRONX,NY,10458,36161,"1,200.00 "
81597,ODA,9,BRONX AIDS SERVICES INC.,FALSE,"ONE FORDHAM PLAZA, SUITE 903",SANDRA STEIN,F,(718) 295-5605,BRONX,NY,10458,36161,"1,200.00 "
82229,ODA,9,SECOND PRINCE OF PEACE OUTREAC,TRUE,464 EAST 183RD STREET,PRINCE DAVIS,M,(718) 364-4554,BRONX,NY,10458,36161,"1,200.00 "
82275,ODA,89,ORG. INTER. REPAIRER OF BREACH,TRUE,2011 CROTONA AVENUE,SYLVIA ALVAREZ,F,(718) 295-8328,BRONX,NY,10458,36161,"1,200.00 "
85009E,EFAP,9,BUREAU OF MATERNITY SERVICES &,FALSE,2432 GRAND CONCOURSE,HAYWOOD STEPHANY  JR,M,(718) 367-2450,BRONX,NY,10458,36161,"1,200.00 "
87350,DA,6B,MT. CARMEL CTR FOR SR CITIZENS,TRUE,2405 SOUTHERN BLVD,MICHELLE IMPERIALE,F,(718) 733-8852,BRONX,NY,10458,36161,"1,200.00 "
80000E,EFAP,8,NEW DAY D.V. PROGRAM,FALSE,1275 WESTCHESTER AVE,LINDA COLLINS,F,(212) 274-3223,BRONX,NY,10459,36161,"1,200.00 "
80031,ODA,9,Cardinal McCloskey Family Outr,TRUE,953 Southern Blvd. 4th Floor,Marion Greaux,F,(212) 542-0255,BRONX,NY,10459,36161,"1,200.00 "
80174E,SE,9,THESSALONIA BAPTIST CHURCH,TRUE,951 REV. JAMES A. POLITE AVE.,ANNA MANNION,F,(718) 542-0828,BRONX,NY,10459,36161,"1,200.00 "
80192E,FEDSOH,9,ZION PENTECOSTAL FAITH CENTER,TRUE,1034 Prospect Avenue,OLIVER CORBIN,M,(718) 882-7451,BRONX,NY,10459,36161,"1,200.00 "
80571,SOD-SH,9,ESPERANZA Y BUEN SAMARITANO MI,TRUE,1419 VYSE AVE.,Victor A. Rosa,M,(718) 328-8591,BRONX,NY,10459,36161,"1,200.00 "
82003S,SA,9,FAMILIES AGST DRUGS AT ST.PAUL,TRUE,P.O. BOX 1280 BLVD STATION,LYNN ANDERSON CARTER,F,(718) 617-6020,BRONX,NY,10459,36161,"1,200.00 "
82072E,EFAP,9,LIBERTY CHURCH OF CHRIST,TRUE,1378 BOSTON ROAD,CATHERINE UKAH,F,(718) 537-1630,BRONX,NY,10459,36161,"1,200.00 "
87337,ODA,9,ACTS REDEEMING MINISTRIES INC.,TRUE,804 E. 169TH ST.,LOURDES LOPEZ,F,(718) 378-7569,BRONX,NY,10459,36161,"1,200.00 "
87391,D-SH,4,VICTORY OUTREACH BRONX,FALSE,808 EAST 170TH ST. 1ST FLOOR,LEROY RICHARDSON,M,(718) 893-3408,BRONX,NY,10459,36161,"1,200.00 "
81683,OD-AH,9,WORD OF LIFE MINISTRIES-BRONX,TRUE,882 BECK STREET,Roy LOZADA,M,(718) 861-4578,BRONX,NY,10459,36161,"1,200.00 "
80142E,EDO,9,Shiloh Temple Pentecostal Chur,TRUE,812 East 182nd Street,BERTHA ROBERTS,F,(718) 882-8909,BRONX,NY,10460,36161,"1,200.00 "
81435E,FES,9,GRACE EPISCOPAL CHURCH,TRUE,1909 VYSE AVE.,GLENWORTH MILES,F,(718) 542-1946,BRONX,NY,10460,36161,"1,200.00 "
81511E,EFAP,8,ST. ANTHONY OF PADUA,TRUE,1496 COMMONWEALTH AVENUE,MARIA SANCHEZ,F,(718) 931-4040,BRONX,NY,10460,36161,"1,200.00 "
82070E,ED,9,SOUNDVIEW BAPTIST CHURCH,TRUE,1461 LELAND AVE,RAFAEL MARTELL,M,(718) 589-5676,BRONX,NY,10460,36161,"1,200.00 "
82249,ODA,89,NEW TABERNACLE BAPTIST CHURCH,TRUE,990 EAST 181ST.,Larry WILSON,M,(718) 367-9882,BRONX,NY,10460,36161,"1,200.00 "
87232,D-SH,6,THE HEIGHTS CENTER FOR SENIOR,FALSE,633 VAN NEST AVE,ANNA MARIE NOQUERAS,F,(212) 299-0300,BRONX,NY,10460,36161,"1,200.00 "
80065,SODA,9,Gethsemane Baptist Church,TRUE,WEST FARMS SQ. STA. PO BOX 737,Bob ROBINSON,M,(718) 547-8389,BRONX,NY,10460,36161,"1,200.00 "
81298E,EFAP,9,COMPREHENSIVE FAMILY,FALSE,ALBERT EINSTEIN/ MAZER HALL,MARIA SOTO,F,(718) 430-2940,BRONX,NY,10461,36161,"1,200.00 "
87010,DA,6B,MIDDLETOWN PLAZA SENIOR CENTER,TRUE,3035 MIDDLE TOWN ROAD,Jo Dengler,F,(718) 822-1120,BRONX,NY,10461,36161,"1,200.00 "
87183,D-SH,69,AGING IN AMERICA,FALSE,1500 PELHAM PARKWAY S.,FREDRICA LOWE,F,(718) 824-4004,BRONX,NY,10461,36161,"1,200.00 "
80053E,EDSO,9,East Bronx Hunger Program,FALSE,1725 Castle Hill Avenue,ROBERTA ALICEA,M,(718) 409-0538,BRONX,NY,10462,36161,"1,200.00 "
80080,SODA,9,East Bronx Hunger Program,FALSE,1725 CASTLE HILL AVENUE,FRED CASALE,M,(718) 409-0538,BRONX,NY,10462,36161,"1,200.00 "
80086E,SE,9,JWSH COMM COUNCL OF PELHAM PKY,TRUE,990 PELHAM PARKWAY SOUTH,DAVID EDELSTEIN,M,(718) 792-4744,BRONX,NY,10462,36161,"1,200.00 "
80162,ODA,9,St. Paul's Lutheran Church,TRUE,1891 McGraw Ave.,EVELYN McCATTY,F,(718) 822-4535,BRONX,NY,10462,36161,"1,200.00 "
81362,SODA,8,AGAPE Love Kitchen (LaHermos C,TRUE,3636 METROPOLITAN OVAL APT 5C,OLGA BRENES,F,(718) 824-2638,BRONX,NY,10462,36161,"1,200.00 "
81999,DA,9B,BRONX PERINATAL CONSORTIUM,FALSE,685 MORRIS PARK AVE.,CHERYL L. HUNTER-GRANT,F,(718) 792-6551,BRONX,NY,10462,36161,"1,200.00 "
87252,D-SH,6,PROJECT H.A.N.D SENIOR CENTER,FALSE,1380 METROPOLITAN AVENUE,JACQUELINE ANDERSON,F,(718) 597-9220,BRONX,NY,10462,36161,"1,200.00 "
87273,OD-SH,9,Jewish Board of Fam & children,TRUE,631 Lydig Avenue,CONCHY SANCHEZ,F,(718) 931-2733,BRONX,NY,10462,36161,"1,200.00 "
87203,DK,6,JASA Senior Center Throggs Nec,TRUE,2705 Schley Avenue,Shirley Brockway,F,(718) 823-1771,Bronx,NY,10465,36161,"1,200.00 "
80058E,FE,9,CONCERNED CITIZENS OF EDENWALD,FALSE,1169 E. 226TH DRIVE,HAZEL JOHNSON,F,(718) 515-2468,BRONX,NY,10466,36161,"1,200.00 "
80097,ODA,89B,MIRACLE PROVIDER CHURCH INC.,TRUE,P.O. Box 827,MARIE JACKMAN,F,(718) 994-0920,BRONX,NY,10466,36161,"1,200.00 "
80143,ODA,89,Shiloh Temple Pentecostal Chur,TRUE,719 E 223rd St,Bertha Roberts,F,(718) 519-1508,BRONX,NY,10466,36161,"1,200.00 "
80172,OD-SH,9,4400 Edson Avenue Block Associ,FALSE,4428 Edson Avenue,Beryl J. Connell,F,(914) 961-6387,Bronx,NY,10466,36161,"1,200.00 "
82090,ODA,9B,"NEW PILGRIM ASSISTANCE, INC",TRUE,866 E. 232ND STREET,JOHN A. FREEMAN,M,(212) 694-1046,BRONX,NY,10466,36161,"1,200.00 "
87070,ODA,79,The Little Brick House Daycare,FALSE,3928 Harper Ave,Maria Gallego,F,(718) 994-1036,BRONX,NY,10466,36161,"1,200.00 "
87383,DA,7,WAKE EDEN CHRISTIAN ACADEMY,TRUE,2074 STRANG AVE,GLORIA T. MAXWELL,F,(718) 325-8056,BRONX,NY,10466,36161,"1,200.00 "
80013E,EFAP,9,Astor Child Guidance Center,FALSE,750 TILDEN ST.,ALEXANDRIA PAPADAPOULOS,F,(718) 882-4535,BRONX,NY,10467,36161,"1,200.00 "
80015,OD-SH,9,Bible Church Of Christ,TRUE,756 SOUTH OAK DRIVE #1B,SUSIE JONES,F,(718) 403-6795,BRONX,NY,10467,36161,"1,200.00 "
80046E,EFAP,9,Community Gospel Truth Church,TRUE,3427 White Plains Road,Ann SEABROOK,F,(908) 354-3348,BRONX,NY,10467,36161,"1,200.00 "
80166,ODA,8,St. Stephens Meals / Epiphany,TRUE,302 East 206th Street,BARBARA NEHLS,F,(718) 652-6839,BRONX,NY,10467,36161,"1,200.00 "
